yyyy-mm-dd,Daily Adjusted Rainfall [mm]
1973-02-29,-9999.99M
1973-02-30,-9999.99M
1973-02-31,-9999.99M
1973-03-01,0.00
1973-03-02,0.00
1973-03-03,0.00
1973-03-04,8.93
1973-03-05,0.00
1973-03-06,0.00
1973-03-07,0.00
1973-03-08,6.54
1973-03-09,0.00
1973-03-10,0.00
1973-03-11,0.72
1973-03-12,12.05
1973-03-13,0.00
1973-03-14,0.00
1973-03-15,0.00
1973-03-16,5.50
1973-03-17,0.00
1973-03-18,4.15
1973-03-19,0.30T
1973-03-20,0.00
1973-03-21,0.00
1973-03-22,0.00
1973-03-23,0.00
1973-03-24,0.00
1973-03-25,0.00
1973-03-26,0.00
1973-03-27,0.00
1973-03-28,0.00
1973-03-29,0.00
1973-03-30,0.00
1973-03-31,0.00
1973-04-01,0.00
1973-04-02,0.00
1973-04-03,0.00
1973-04-04,0.00
1973-04-05,2.07
1973-04-06,0.30T
1973-04-07,0.00
1973-04-08,0.00
1973-04-09,0.00
1973-04-10,0.00
1973-04-11,0.00
1973-04-12,0.00
1973-04-13,0.00
1973-04-14,0.00
1973-04-15,0.00
1973-04-16,0.30T
1973-04-17,0.72
1973-04-18,0.00
1973-04-19,0.00
1973-04-20,0.00
1973-04-21,0.00
1973-04-22,9.66
1973-04-23,6.02
1973-04-24,1.24
1973-04-25,0.00
1973-04-26,0.00
1973-04-27,0.51
1973-04-28,37.43
1973-04-29,17.36
1973-04-30,1.76
1973-04-31,-9999.99M
1973-05-01,4.46
1973-05-02,0.30T
1973-05-03,1.24
1973-05-04,5.19
1973-05-05,0.30T
1973-05-06,0.30T
1973-05-07,0.00
1973-05-08,0.00
1973-05-09,0.00
1973-05-10,1.24
1973-05-11,16.53
1973-05-12,11.53
1973-05-13,22.35
1973-05-14,0.00
1973-05-15,0.00
1973-05-16,8.41
1973-05-17,0.00
1973-05-18,0.51
1973-05-19,3.11
1973-05-20,1.55
1973-05-21,25.26
1973-05-22,13.72
1973-05-23,5.71
1973-05-24,3.63
1973-05-25,0.30T
1973-05-26,0.00
1973-05-27,0.00
1973-05-28,17.36
1973-05-29,7.06
1973-05-30,0.00
1973-05-31,21.10
1973-06-01,1.76
1973-06-02,0.00
1973-06-03,0.00
1973-06-04,0.00
1973-06-05,0.00
1973-06-06,0.51
1973-06-07,0.00
1973-06-08,3.32
1973-06-09,24.53
1973-06-10,0.30T
1973-06-11,0.00
1973-06-12,0.00
1973-06-13,0.30T
1973-06-14,1.24
1973-06-15,1.55
1973-06-16,0.00
1973-06-17,0.00
1973-06-18,0.30T
1973-06-19,0.00
1973-06-20,0.00
1973-06-21,16.01
1973-06-22,0.30T
1973-06-23,0.00
1973-06-24,5.71
1973-06-25,0.00
1973-06-26,0.30T
1973-06-27,3.94
1973-06-28,6.54
1973-06-29,0.30T
1973-06-30,0.00
1973-06-31,-9999.99M
1973-07-01,1.55
1973-07-02,0.00
1973-07-03,0.51
1973-07-04,7.06
1973-07-05,37.43
1973-07-06,0.72
1973-07-07,0.30T
1973-07-08,0.30T
1973-07-09,0.00
1973-07-10,0.30T
1973-07-11,0.51
1973-07-12,3.94
1973-07-13,0.30T
1973-07-14,11.33
1973-07-15,0.00
1973-07-16,0.00
1973-07-17,0.00
1973-07-18,0.00
1973-07-19,0.00
1973-07-20,3.32
1973-07-21,0.00
1973-07-22,0.00
1973-07-23,0.00
1973-07-24,0.51
1973-07-25,0.00
1973-07-26,0.30T
1973-07-27,3.63
1973-07-28,0.30T
1973-07-29,1.76
1973-07-30,0.00
1973-07-31,0.00
1973-08-01,3.94
1973-08-02,25.05
1973-08-03,1.55
1973-08-04,5.71
1973-08-05,21.62
1973-08-06,0.00
1973-08-07,7.58
1973-08-08,4.46
1973-08-09,2.28
1973-08-10,0.51
1973-08-11,0.51
1973-08-12,6.23
1973-08-13,6.23
1973-08-14,0.00
1973-08-15,0.30T
1973-08-16,5.19
1973-08-17,0.00
1973-08-18,0.00
1973-08-19,0.00
1973-08-20,1.76
1973-08-21,0.00
1973-08-22,2.80
1973-08-23,2.80
1973-08-24,0.00
1973-08-25,1.76
1973-08-26,0.00
1973-08-27,0.00
1973-08-28,3.94
1973-08-29,0.00
1973-08-30,0.00
1973-08-31,0.00
1973-09-01,0.00
1973-09-02,0.00
1973-09-03,0.00
1973-09-04,0.00
1973-09-05,0.00
1973-09-06,7.58
1973-09-07,1.24
1973-09-08,0.30T
1973-09-09,0.00
1973-09-10,0.30T
1973-09-11,5.19
1973-09-12,0.00
1973-09-13,0.51
1973-09-14,0.00
1973-09-15,0.00
1973-09-16,6.02
1973-09-17,0.00
1973-09-18,14.76
1973-09-19,0.00
1973-09-20,6.23
1973-09-21,0.30T
1973-09-22,2.28
1973-09-23,0.30T
1973-09-24,0.00
1973-09-25,0.00
1973-09-26,0.30T
1973-09-27,3.32
1973-09-28,0.00
1973-09-29,7.06
1973-09-30,0.00
1973-09-31,-9999.99M
1973-10-01,0.00
1973-10-02,0.30T
1973-10-03,0.00
1973-10-04,0.00
1973-10-05,17.36
1973-10-06,1.76
1973-10-07,0.00
1973-10-08,0.00
1973-10-09,1.55
1973-10-10,0.00
1973-10-11,0.30T
1973-10-12,1.24
1973-10-13,4.15
1973-10-14,5.19
1973-10-15,0.30T
1973-10-16,0.30T
1973-10-17,0.51
1973-10-18,0.30T
1973-10-19,0.00
1973-10-20,0.30T
1973-10-21,0.30T
1973-10-22,0.00
1973-10-23,3.63
1973-10-24,0.00
1973-10-25,0.00
1973-10-26,0.00
1973-10-27,0.00
1973-10-28,0.00
1973-10-29,0.00
1973-10-30,11.85
1973-10-31,31.09
1973-11-01,16.32
1973-11-02,2.59
1973-11-03,0.30T
1973-11-04,0.00
1973-11-05,0.00
1973-11-06,0.00
1973-11-07,0.00
1973-11-08,0.00
1973-11-09,0.00
1973-11-10,0.00
1973-11-11,0.00
1973-11-12,0.00
1973-11-13,0.30T
1973-11-14,0.00
1973-11-15,0.00
1973-11-16,0.00
1973-11-17,0.00
1973-11-18,0.00
1973-11-19,0.00
1973-11-20,0.00
1973-11-21,0.00
1973-11-22,0.30T
1973-11-23,0.72
1973-11-24,0.00
1973-11-25,0.00
1973-11-26,0.00
1973-11-27,0.00
1973-11-28,12.57
1973-11-29,3.11
1973-11-30,0.00
1973-11-31,-9999.99M
1973-12-01,0.00
1973-12-02,0.00
1973-12-03,0.00
1973-12-04,0.30T
1973-12-05,14.24
1973-12-06,5.71
1973-12-07,0.00
1973-12-08,0.00
1973-12-09,0.51
1973-12-10,5.19
1973-12-11,0.00
1973-12-12,0.00
1973-12-13,0.00
1973-12-14,0.00
1973-12-15,0.30T
1973-12-16,0.00
1973-12-17,9.66
1973-12-18,0.51
1973-12-19,0.00
1973-12-20,0.00
1973-12-21,25.05
1973-12-22,0.51
1973-12-23,0.00
1973-12-24,0.00
1973-12-25,0.00
1973-12-26,0.30T
1973-12-27,0.00
1973-12-28,0.00
1973-12-29,0.00
1973-12-30,1.55
1973-12-31,0.00
1974-01-01,0.00
1974-01-02,0.00
1974-01-03,0.00
1974-01-04,0.00
1974-01-05,0.00
1974-01-06,0.00
1974-01-07,0.00
1974-01-08,0.00
1974-01-09,0.00
1974-01-10,0.00
1974-01-11,0.00
1974-01-12,0.00
1974-01-13,0.00
1974-01-14,0.00
1974-01-15,0.00
1974-01-16,0.00
1974-01-17,0.00
1974-01-18,0.00
1974-01-19,0.00
1974-01-20,0.00
1974-01-21,3.63
1974-01-22,3.94
1974-01-23,0.30T
1974-01-24,0.00
1974-01-25,0.00
1974-01-26,0.00
1974-01-27,4.67
1974-01-28,0.00
1974-01-29,0.00
1974-01-30,0.00
1974-01-31,2.28
1974-02-01,0.00
1974-02-02,0.00
1974-02-03,0.00
1974-02-04,0.00
1974-02-05,0.00
1974-02-06,0.00
1974-02-07,0.00
1974-02-08,0.00
1974-02-09,0.00
1974-02-10,0.00
1974-02-11,0.00
1974-02-12,0.00
1974-02-13,0.00
1974-02-14,0.00
1974-02-15,0.00
1974-02-16,0.00
1974-02-17,0.00
1974-02-18,0.00
1974-02-19,0.00
1974-02-20,0.00
1974-02-21,0.00
1974-02-22,0.30T
1974-02-23,6.02
1974-02-24,0.00
1974-02-25,0.00
1974-02-26,0.00
1974-02-27,0.00
1974-02-28,0.00
1974-02-29,-9999.99M
1974-02-30,-9999.99M
1974-02-31,-9999.99M
1974-03-01,0.30T
1974-03-02,0.00
1974-03-03,0.00
1974-03-04,0.00
1974-03-05,7.06
1974-03-06,0.30T
1974-03-07,3.63
1974-03-08,0.00
1974-03-09,0.00
1974-03-10,0.00
1974-03-11,0.00
1974-03-12,0.00
1974-03-13,0.00
1974-03-14,0.00
1974-03-15,0.00
1974-03-16,0.00
1974-03-17,4.15
1974-03-18,0.00
1974-03-19,0.00
1974-03-20,0.00
1974-03-21,0.00
1974-03-22,0.00
1974-03-23,0.00
1974-03-24,4.46
1974-03-25,0.00
1974-03-26,0.00
1974-03-27,0.00
1974-03-28,0.00
1974-03-29,0.00
1974-03-30,0.00
1974-03-31,0.00
1974-04-01,0.00
1974-04-02,0.30T
1974-04-03,0.00
1974-04-04,6.54
1974-04-05,5.19
1974-04-06,0.30T
1974-04-07,0.00
1974-04-08,0.00
1974-04-09,0.00
1974-04-10,0.00
1974-04-11,0.00
1974-04-12,0.00
1974-04-13,0.00
1974-04-14,2.59
1974-04-15,19.75
1974-04-16,0.00
1974-04-17,0.00
1974-04-18,0.30T
1974-04-19,0.00
1974-04-20,0.00
1974-04-21,0.00
1974-04-22,11.53
1974-04-23,4.98
1974-04-24,0.00
1974-04-25,0.00
1974-04-26,0.00
1974-04-27,0.00
1974-04-28,1.55
1974-04-29,7.58
1974-04-30,0.00
1974-04-31,-9999.99M
1974-05-01,26.61
1974-05-02,0.00
1974-05-03,0.00
1974-05-04,3.11
1974-05-05,0.00
1974-05-06,0.00
1974-05-07,0.00
1974-05-08,5.50
1974-05-09,0.00
1974-05-10,1.03
1974-05-11,0.00
1974-05-12,14.45
1974-05-13,17.88
1974-05-14,3.11
1974-05-15,0.72
1974-05-16,0.00
1974-05-17,2.07
1974-05-18,0.51
1974-05-19,0.30T
1974-05-20,0.00
1974-05-21,0.00
1974-05-22,2.07
1974-05-23,2.59
1974-05-24,1.03
1974-05-25,6.23
1974-05-26,2.28
1974-05-27,0.00
1974-05-28,0.72
1974-05-29,0.51
1974-05-30,0.00
1974-05-31,0.51
1974-06-01,4.67
1974-06-02,0.00
1974-06-03,0.00
1974-06-04,0.00
1974-06-05,1.03
1974-06-06,0.00
1974-06-07,0.00
1974-06-08,0.00
1974-06-09,0.51
1974-06-10,0.00
1974-06-11,16.84
1974-06-12,0.00
1974-06-13,0.00
1974-06-14,0.00
1974-06-15,1.55
1974-06-16,0.00
1974-06-17,5.19
1974-06-18,28.49
1974-06-19,1.24
1974-06-20,4.15
1974-06-21,0.72
1974-06-22,0.30T
1974-06-23,1.76
1974-06-24,2.28
1974-06-25,0.00
1974-06-26,0.00
1974-06-27,0.00
1974-06-28,0.00
1974-06-29,0.51
1974-06-30,0.51
1974-06-31,-9999.99M
1974-07-01,12.37
1974-07-02,38.26
1974-07-03,7.06
1974-07-04,0.00
1974-07-05,6.02
1974-07-06,10.81
1974-07-07,0.51
1974-07-08,2.07
1974-07-09,2.59
1974-07-10,1.76
1974-07-11,2.28
1974-07-12,0.00
1974-07-13,0.00
1974-07-14,3.32
1974-07-15,31.61
1974-07-16,0.00
1974-07-17,0.00
1974-07-18,7.37
1974-07-19,6.54
1974-07-20,0.00
1974-07-21,0.30T
1974-07-22,0.00
1974-07-23,0.00
1974-07-24,0.30T
1974-07-25,0.30T
1974-07-26,0.00
1974-07-27,1.03
1974-07-28,0.51
1974-07-29,6.54
1974-07-30,0.00
1974-07-31,4.67
1974-08-01,9.97
1974-08-02,0.00
1974-08-03,4.98
1974-08-04,25.78
1974-08-05,1.03
1974-08-06,0.00
1974-08-07,2.07
1974-08-08,8.62
1974-08-09,0.00
1974-08-10,0.00
1974-08-11,0.00
1974-08-12,0.00
1974-08-13,0.00
1974-08-14,0.00
1974-08-15,0.30T
1974-08-16,0.00
1974-08-17,2.28
1974-08-18,17.67
1974-08-19,5.50
1974-08-20,0.00
1974-08-21,0.00
1974-08-22,0.00
1974-08-23,21.31
1974-08-24,4.98
1974-08-25,0.00
1974-08-26,0.00
1974-08-27,4.67
1974-08-28,0.00
1974-08-29,0.00
1974-08-30,0.30T
1974-08-31,0.00
1974-09-01,0.00
1974-09-02,0.00
1974-09-03,1.76
1974-09-04,11.33
1974-09-05,0.00
1974-09-06,0.00
1974-09-07,0.00
1974-09-08,0.00
1974-09-09,8.93
1974-09-10,0.00
1974-09-11,7.06
1974-09-12,15.28
1974-09-13,9.66
1974-09-14,8.41
1974-09-15,0.00
1974-09-16,4.15
1974-09-17,0.30T
1974-09-18,0.51
1974-09-19,0.00
1974-09-20,0.30T
1974-09-21,3.63
1974-09-22,20.58
1974-09-23,0.00
1974-09-24,0.00
1974-09-25,0.00
1974-09-26,7.58
1974-09-27,0.00
1974-09-28,0.00
1974-09-29,1.76
1974-09-30,8.93
1974-09-31,-9999.99M
1974-10-01,0.00
1974-10-02,1.76
1974-10-03,28.69
1974-10-04,9.14
1974-10-05,0.00
1974-10-06,0.00
1974-10-07,0.72
1974-10-08,0.00
1974-10-09,0.00
1974-10-10,3.11
1974-10-11,0.00
1974-10-12,4.67
1974-10-13,0.00
1974-10-14,2.07
1974-10-15,9.14
1974-10-16,0.00
1974-10-17,4.46
1974-10-18,8.62
1974-10-19,0.00
1974-10-20,0.00
1974-10-21,0.00
1974-10-22,0.00
1974-10-23,0.00
1974-10-24,0.00
1974-10-25,0.30T
1974-10-26,0.00
1974-10-27,0.00
1974-10-28,0.00
1974-10-29,7.89
1974-10-30,0.30T
1974-10-31,4.46
1974-11-01,3.63
1974-11-02,0.00
1974-11-03,0.00
1974-11-04,6.23
1974-11-05,0.00
1974-11-06,0.00
1974-11-07,0.00
1974-11-08,0.00
1974-11-09,0.00
1974-11-10,0.00
1974-11-11,0.00
1974-11-12,0.30T
1974-11-13,16.01
1974-11-14,0.51
1974-11-15,3.63
1974-11-16,0.00
1974-11-17,0.00
1974-11-18,0.51
1974-11-19,0.00
1974-11-20,0.00
1974-11-21,0.00
1974-11-22,0.00
1974-11-23,0.00
1974-11-24,0.51
1974-11-25,0.00
1974-11-26,0.00
1974-11-27,0.00
1974-11-28,0.00
1974-11-29,0.00
1974-11-30,0.00
1974-11-31,-9999.99M
1974-12-01,0.00
1974-12-02,0.00
1974-12-03,1.03
1974-12-04,0.00
1974-12-05,0.00
1974-12-06,0.00
1974-12-07,0.30T
1974-12-08,1.55
1974-12-09,6.02
1974-12-10,0.51
1974-12-11,0.00
1974-12-12,0.00
1974-12-13,0.00
1974-12-14,0.00
1974-12-15,0.00
1974-12-16,0.00
1974-12-17,0.00
1974-12-18,0.00
1974-12-19,0.00
1974-12-20,0.00
1974-12-21,0.30T
1974-12-22,0.00
1974-12-23,0.00
1974-12-24,0.00
1974-12-25,0.00
1974-12-26,0.00
1974-12-27,0.00
1974-12-28,0.00
1974-12-29,0.00
1974-12-30,0.00
1974-12-31,0.00
1975-01-01,0.00
1975-01-02,0.00
1975-01-03,0.00
1975-01-04,0.00
1975-01-05,0.00
1975-01-06,0.00
1975-01-07,0.00
1975-01-08,0.00
1975-01-09,0.00
1975-01-10,0.00
1975-01-11,2.80
1975-01-12,21.10
1975-01-13,0.00
1975-01-14,0.00
1975-01-15,0.00
1975-01-16,0.00
1975-01-17,0.00
1975-01-18,0.00
1975-01-19,0.00
1975-01-20,0.00
1975-01-21,0.00
1975-01-22,0.00
1975-01-23,0.00
1975-01-24,0.00
1975-01-25,0.00
1975-01-26,0.00
1975-01-27,0.00
1975-01-28,0.00
1975-01-29,0.00
1975-01-30,0.00
1975-01-31,0.00
1975-02-01,0.00
1975-02-02,0.00
1975-02-03,0.00
1975-02-04,0.00
1975-02-05,0.00
1975-02-06,0.00
1975-02-07,0.00
1975-02-08,0.00
1975-02-09,0.00
1975-02-10,0.00
1975-02-11,0.00
1975-02-12,0.00
1975-02-13,0.00
1975-02-14,0.00
1975-02-15,0.00
1975-02-16,0.00
1975-02-17,0.00
1975-02-18,0.00
1975-02-19,0.00
1975-02-20,0.00
1975-02-21,0.00
1975-02-22,0.00
1975-02-23,0.00
1975-02-24,0.00
1975-02-25,3.32
1975-02-26,0.00
1975-02-27,0.00
1975-02-28,0.00
1975-02-29,-9999.99M
1975-02-30,-9999.99M
1975-02-31,-9999.99M
1975-03-01,0.00
1975-03-02,0.00
1975-03-03,0.00
1975-03-04,0.00
1975-03-05,0.00
1975-03-06,0.00
1975-03-07,0.00
1975-03-08,0.00
1975-03-09,0.00
1975-03-10,0.00
1975-03-11,0.00
1975-03-12,0.00
1975-03-13,0.00
1975-03-14,0.00
1975-03-15,0.00
1975-03-16,0.00
1975-03-17,0.00
1975-03-18,0.00
1975-03-19,0.00
1975-03-20,1.55
1975-03-21,14.24
1975-03-22,0.00
1975-03-23,0.00
1975-03-24,0.00
1975-03-25,0.51
1975-03-26,0.00
1975-03-27,0.00
1975-03-28,0.00
1975-03-29,0.00
1975-03-30,0.00
1975-03-31,0.00
1975-04-01,0.00
1975-04-02,0.00
1975-04-03,0.00
1975-04-04,0.00
1975-04-05,0.00
1975-04-06,2.07
1975-04-07,6.54
1975-04-08,0.00
1975-04-09,0.00
1975-04-10,0.00
1975-04-11,0.00
1975-04-12,0.00
1975-04-13,0.00
1975-04-14,0.00
1975-04-15,0.00
1975-04-16,0.00
1975-04-17,0.00
1975-04-18,0.72
1975-04-19,11.53
1975-04-20,1.03
1975-04-21,0.00
1975-04-22,0.00
1975-04-23,0.00
1975-04-24,3.11
1975-04-25,0.51
1975-04-26,0.72
1975-04-27,0.51
1975-04-28,0.30T
1975-04-29,0.00
1975-04-30,1.55
1975-04-31,-9999.99M
1975-05-01,0.00
1975-05-02,0.00
1975-05-03,4.15
1975-05-04,0.00
1975-05-05,0.00
1975-05-06,0.30T
1975-05-07,4.46
1975-05-08,0.30T
1975-05-09,0.00
1975-05-10,0.00
1975-05-11,0.00
1975-05-12,0.00
1975-05-13,0.30T
1975-05-14,0.00
1975-05-15,2.80
1975-05-16,3.63
1975-05-17,0.00
1975-05-18,0.00
1975-05-19,0.00
1975-05-20,4.46
1975-05-21,0.00
1975-05-22,4.98
1975-05-23,0.30T
1975-05-24,0.00
1975-05-25,0.00
1975-05-26,0.51
1975-05-27,0.30T
1975-05-28,14.76
1975-05-29,0.00
1975-05-30,0.00
1975-05-31,0.30T
1975-06-01,27.13
1975-06-02,0.00
1975-06-03,0.00
1975-06-04,0.00
1975-06-05,0.00
1975-06-06,0.51
1975-06-07,23.49
1975-06-08,4.67
1975-06-09,0.00
1975-06-10,0.00
1975-06-11,0.00
1975-06-12,0.51
1975-06-13,16.32
1975-06-14,2.07
1975-06-15,0.30T
1975-06-16,1.03
1975-06-17,0.00
1975-06-18,2.59
1975-06-19,0.00
1975-06-20,1.24
1975-06-21,0.00
1975-06-22,1.76
1975-06-23,12.05
1975-06-24,7.06
1975-06-25,0.00
1975-06-26,0.00
1975-06-27,0.00
1975-06-28,0.00
1975-06-29,0.00
1975-06-30,0.00
1975-06-31,-9999.99M
1975-07-01,0.00
1975-07-02,6.85
1975-07-03,0.00
1975-07-04,26.09
1975-07-05,9.45
1975-07-06,0.00
1975-07-07,0.00
1975-07-08,7.89
1975-07-09,1.03
1975-07-10,0.51
1975-07-11,0.00
1975-07-12,0.00
1975-07-13,0.00
1975-07-14,7.58
1975-07-15,9.45
1975-07-16,0.00
1975-07-17,18.92
1975-07-18,0.00
1975-07-19,0.00
1975-07-20,0.00
1975-07-21,5.71
1975-07-22,0.30T
1975-07-23,0.51
1975-07-24,18.19
1975-07-25,1.24
1975-07-26,0.00
1975-07-27,0.00
1975-07-28,22.14
1975-07-29,0.72
1975-07-30,0.00
1975-07-31,0.00
1975-08-01,0.00
1975-08-02,0.30T
1975-08-03,1.24
1975-08-04,1.24
1975-08-05,4.15
1975-08-06,0.00
1975-08-07,0.00
1975-08-08,0.00
1975-08-09,0.00
1975-08-10,0.00
1975-08-11,5.71
1975-08-12,2.28
1975-08-13,0.00
1975-08-14,35.56
1975-08-15,0.30T
1975-08-16,0.00
1975-08-17,5.50
1975-08-18,6.02
1975-08-19,0.00
1975-08-20,1.03
1975-08-21,0.00
1975-08-22,3.32
1975-08-23,0.00
1975-08-24,0.00
1975-08-25,0.00
1975-08-26,6.23
1975-08-27,10.29
1975-08-28,0.00
1975-08-29,0.00
1975-08-30,0.00
1975-08-31,0.00
1975-09-01,0.00
1975-09-02,0.00
1975-09-03,0.30T
1975-09-04,1.24
1975-09-05,0.00
1975-09-06,12.05
1975-09-07,0.30T
1975-09-08,0.00
1975-09-09,13.41
1975-09-10,0.30T
1975-09-11,0.00
1975-09-12,19.23
1975-09-13,1.55
1975-09-14,0.30T
1975-09-15,0.30T
1975-09-16,0.00
1975-09-17,0.00
1975-09-18,0.00
1975-09-19,0.30T
1975-09-20,1.24
1975-09-21,0.51
1975-09-22,0.30T
1975-09-23,0.30T
1975-09-24,0.30T
1975-09-25,0.00
1975-09-26,17.15
1975-09-27,14.24
1975-09-28,0.30T
1975-09-29,0.00
1975-09-30,0.00
1975-09-31,-9999.99M
1975-10-01,0.00
1975-10-02,1.76
1975-10-03,1.24
1975-10-04,0.30T
1975-10-05,0.00
1975-10-06,0.30T
1975-10-07,0.00
1975-10-08,0.00
1975-10-09,0.00
1975-10-10,0.00
1975-10-11,0.00
1975-10-12,0.30T
1975-10-13,1.76
1975-10-14,0.30T
1975-10-15,0.00
1975-10-16,0.00
1975-10-17,0.00
1975-10-18,1.03
1975-10-19,0.00
1975-10-20,2.28
1975-10-21,4.67
1975-10-22,0.72
1975-10-23,0.00
1975-10-24,0.00
1975-10-25,0.00
1975-10-26,10.29
1975-10-27,0.00
1975-10-28,0.00
1975-10-29,0.30T
1975-10-30,0.00
1975-10-31,0.00
1975-11-01,2.28
1975-11-02,0.72
1975-11-03,0.30T
1975-11-04,1.24
1975-11-05,3.11
1975-11-06,0.00
1975-11-07,0.00
1975-11-08,0.51
1975-11-09,1.03
1975-11-10,0.00
1975-11-11,7.37
1975-11-12,0.00
1975-11-13,15.80
1975-11-14,12.37
1975-11-15,0.51
1975-11-16,0.00
1975-11-17,0.00
1975-11-18,0.00
1975-11-19,0.00
1975-11-20,0.00
1975-11-21,8.62
1975-11-22,7.89
1975-11-23,0.00
1975-11-24,0.00
1975-11-25,0.00
1975-11-26,0.00
1975-11-27,0.00
1975-11-28,0.00
1975-11-29,0.00
1975-11-30,3.11
1975-11-31,-9999.99M
1975-12-01,1.55
1975-12-02,0.00
1975-12-03,0.00
1975-12-04,0.00
1975-12-05,0.00
1975-12-06,3.11
1975-12-07,0.00
1975-12-08,0.00
1975-12-09,0.00
1975-12-10,18.71
1975-12-11,0.72
1975-12-12,0.00
1975-12-13,0.00
1975-12-14,2.59
1975-12-15,7.06
1975-12-16,0.00
1975-12-17,0.00
1975-12-18,0.00
1975-12-19,0.00
1975-12-20,0.00
1975-12-21,0.00
1975-12-22,0.00
1975-12-23,0.00
1975-12-24,0.00
1975-12-25,0.00
1975-12-26,0.00
1975-12-27,0.00
1975-12-28,0.00
1975-12-29,0.00
1975-12-30,0.00
1975-12-31,0.00
1976-01-01,0.00
1976-01-02,0.00
1976-01-03,0.00
1976-01-04,0.00
1976-01-05,0.00
1976-01-06,0.00
1976-01-07,0.00
1976-01-08,0.00
1976-01-09,0.00
1976-01-10,0.00
1976-01-11,0.00
1976-01-12,0.00
1976-01-13,0.00
1976-01-14,0.00
1976-01-15,0.00
1976-01-16,0.00
1976-01-17,0.00
1976-01-18,0.00
1976-01-19,0.00
1976-01-20,0.00
1976-01-21,0.00
1976-01-22,0.00
1976-01-23,0.00
1976-01-24,0.00
1976-01-25,0.00
1976-01-26,2.28
1976-01-27,13.09
1976-01-28,8.62
1976-01-29,0.00
1976-01-30,0.00
1976-01-31,0.00
1976-02-01,0.00
1976-02-02,21.83
1976-02-03,0.00
1976-02-04,0.00
1976-02-05,0.00
1976-02-06,0.00
1976-02-07,0.00
1976-02-08,0.00
1976-02-09,0.00
1976-02-10,0.00
1976-02-11,0.00
1976-02-12,0.00
1976-02-13,0.00
1976-02-14,0.00
1976-02-15,0.00
1976-02-16,0.00
1976-02-17,0.00
1976-02-18,0.00
1976-02-19,0.00
1976-02-20,0.00
1976-02-21,0.00
1976-02-22,0.00
1976-02-23,0.00
1976-02-24,0.00
1976-02-25,0.00
1976-02-26,0.00
1976-02-27,0.72
1976-02-28,0.00
1976-02-29,0.00
1976-02-30,-9999.99M
1976-02-31,-9999.99M
1976-03-01,0.00
1976-03-02,0.00
1976-03-03,0.00
1976-03-04,0.00
1976-03-05,2.59
1976-03-06,0.30T
1976-03-07,0.00
1976-03-08,0.00
1976-03-09,0.00
1976-03-10,0.00
1976-03-11,0.00
1976-03-12,0.00
1976-03-13,0.00
1976-03-14,0.00
1976-03-15,0.00
1976-03-16,0.00
1976-03-17,0.00
1976-03-18,0.00
1976-03-19,0.00
1976-03-20,0.00
1976-03-21,8.62
1976-03-22,0.51
1976-03-23,0.00
1976-03-24,0.00
